Unnamed: 0,property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
368,flat,shree vardhman victoria,sector 70,1.65,8462.0,3,3,2,6.0,Relatively New,2167.0,1,0,0,0,0,0,72
369,flat,ramprastha primera,sector 37d,1.2,13333.0,3,3,3,5.0,Relatively New,1000.0,0,0,1,0,0,0,50
370,house,birla navya,sector 63a,3.85,15437.0,3,3,3+,4.0,New Property,2771.0,0,1,0,0,0,2,160
371,flat,adani aangan arcade,sector 89,0.5,7764.0,2,2,1,4.0,Relatively New,672.0,0,0,0,0,0,1,69
372,house,central park flower valley,sector 33,1.15,9350.0,2,2,3,2.0,Relatively New,1400.0,1,0,0,0,0,2,71
373,flat,ss the leaf,sector 85,1.3,7780.0,2,2,3+,16.0,Relatively New,1406.0,0,0,1,0,0,0,148
374,flat,puri the aravallis,sector 61,3.9,33220.0,3,4,3+,33.0,Under Construction,1174.0,0,1,0,0,0,0,158
376,flat,mapsko casa bella,sector 82,0.86,8121.0,3,3,3,5.0,Moderately Old,1234.0,1,0,0,0,0,2,120
377,flat,tata primanti,sector 72,3.3,15103.0,3,4,3+,15.0,New Property,2185.0,0,1,0,0,0,1,174
378,flat,cghs hewo apartments,sector 31,1.25,11574.0,2,2,2,2.0,Old Property,1200.0,0,0,0,0,0,0,28
379,flat,sukhshanti apartment,sector 56,1.7,7727.0,3,3,3,4.0,Moderately Old,2200.0,1,0,0,0,0,0,49
380,house,independent,sector 4,0.5,9259.0,2,3,2,3.0,Old Property,540.0,0,0,0,0,0,0,0
381,flat,prasha apartments,sector 1 imt manesar,0.75,3308.0,3,3,3+,3.0,Moderately Old,1914.0,0,1,0,0,0,0,31
382,flat,hcbs sports ville,sohna road,0.38,5067.0,2,2,2,9.0,Relatively New,750.0,0,0,0,0,0,0,0
383,flat,shyamkunj ashok vihar pahse 2,sector 3 phase 2,0.3,4444.0,2,2,1,1.0,Relatively New,750.0,0,0,0,0,0,0,21
384,flat,indiabulls centrum park,sector 103,1.2,8433.0,2,2,3,3.0,Moderately Old,1288.0,0,0,0,0,0,0,26
385,flat,uphaar homes,sector 105,0.45,4737.0,3,2,1,1.0,Relatively New,1056.0,0,0,0,0,0,2,44
386,flat,trisara our homes 3,sohna road,0.35,5564.0,2,2,1,2.0,New Property,699.0,0,0,0,0,0,0,74
387,flat,sare homes,sector 92,1.12,5359.0,4,4,2,12.0,Relatively New,2322.0,0,1,0,0,0,0,85
388,house,independent,baldev nagar,0.27,12000.0,2,2,1,2.0,Moderately Old,225.0,0,0,0,0,0,0,12
389,flat,emaar mgf emerald floors premier,sector 65,2.35,14242.0,3,3,3,2.0,Relatively New,1650.0,1,1,0,0,0,0,158
390,flat,vatika independent floors,sector 82,1.16,6988.0,3,3,3+,1.0,Relatively New,1844.0,0,1,1,1,0,2,151
391,house,ansal sushant lok,sector 43,10.5,27911.0,4,4,2,2.0,Old Property,3762.0,0,1,0,0,0,0,59
392,flat,vatika gurgaon,sector 83,1.05,7000.0,3,3,3,3.0,Relatively New,1618.0,0,0,1,0,0,0,79
393,flat,emaar mgf the palm drive,sector 66,3.4,15455.0,3,4,3,9.0,Relatively New,2200.0,0,1,1,0,0,2,96
396,flat,valley view estate,gwal pahari,1.5,8278.0,4,4,3+,9.0,Old Property,2013.0,1,1,0,0,1,0,135
397,house,independent,sector 43,5.75,29716.0,4,4,2,2.0,Old Property,1935.0,0,1,1,1,0,0,34
398,house,sneh vihar,sohna road road,1.35,10000.0,5,5,3+,4.0,Relatively New,1350.0,0,0,0,0,0,0,0
399,house,independent,sector 105,0.65,9028.0,3,2,1,1.0,Relatively New,720.0,0,0,0,1,1,0,14
400,flat,rof aalayas,sector 102,0.45,6000.0,1,1,2,6.0,Relatively New,750.0,0,0,0,0,0,0,0
401,house,kothi,sector 17b,6.95,15444.0,4,4,3+,2.0,Old Property,3500.0,1,1,1,1,0,0,33
402,flat,ireo the corridors,sector 67a,1.5,11111.0,2,2,2,10.0,Relatively New,1500.0,0,0,1,0,0,2,38
403,flat,ss the leaf,sector 85,1.14,6433.0,2,2,3,16.0,Relatively New,1604.0,0,0,0,0,0,0,44
404,flat,eldeco accolade,sohna road,0.95,6543.0,2,2,3+,6.0,New Property,1129.0,1,0,0,0,0,2,56
405,flat,signature global park,sohna road,0.65,7908.0,2,1,2,3.0,New Property,913.0,0,0,0,0,0,0,87
406,house,independent,sector 26,4.6,12198.0,4,4,3+,2.0,Old Property,3771.0,0,0,0,0,0,0,28
407,flat,corona gracieux,sector 76,1.05,5949.0,3,3,3+,7.0,Relatively New,1597.0,0,0,0,0,0,2,133
408,house,independent,sector 39,1.8,21871.0,1,1,2,3.0,Relatively New,800.0,0,0,0,0,0,0,0
409,flat,bestech park view sanskruti,sector 92,1.6,8020.0,3,4,3+,10.0,Relatively New,1615.0,0,1,0,0,1,2,174
410,flat,experion the heartsong,sector 108,0.98,13351.0,2,3,3,4.0,Relatively New,978.23,1,0,0,0,0,0,135
411,flat,ramsons kshitij,sector 95,0.29,5179.0,2,2,2,14.0,Relatively New,507.0,0,0,0,0,0,0,50
412,flat,experion windchants,sector 112,2.5,13889.0,2,2,3,10.0,Relatively New,1939.03,1,0,0,1,0,2,174
413,flat,pareena coban residences,sector 99a,1.16,5809.0,3,3,3,3.0,Relatively New,1790.0,0,1,0,0,1,0,49
414,flat,ansal heights 86,sector 86,0.87,5367.0,2,2,1,12.0,New Property,1231.0,0,0,0,0,1,2,45
415,house,uppal southend,sector 49,6.75,32328.0,4,4,3,3.0,Relatively New,2088.0,0,1,0,0,0,2,26
416,flat,corona optus,sector 37c,1.22,6912.0,3,4,3,5.0,Relatively New,1665.0,0,0,0,0,0,0,149
417,flat,hsiidc sidco aravali,sector 1 imt manesar,0.9,3648.0,4,4,3,7.0,Moderately Old,2233.0,0,0,0,0,0,0,0
418,flat,park royal apartment,sector 56,1.85,9024.0,3,4,3,7.0,Old Property,2278.0,0,1,0,0,0,0,72
419,flat,micasa sec 68,sohna road road,1.5,12245.0,2,2,3,11.0,New Property,1361.0,0,0,0,0,0,0,44
420,flat,tata gurgaon gateway,sector 113,1.75,10442.0,2,2,2,10.0,Relatively New,1430.0,1,0,0,0,0,0,104
421,flat,essel towers,sector 14,2.2,12500.0,3,4,3+,3.0,Old Property,1956.0,0,0,0,0,0,0,0
422,house,independent,sector 7,1.16,11717.0,5,4,2,1.0,Old Property,122.0,0,0,0,0,0,0,0
423,house,uppal southend,sector 49,3.75,25562.0,2,6,3,3.0,Moderately Old,1467.0,0,0,0,0,1,0,49
424,flat,godrej oasis,sector 88a,1.15,7116.0,2,2,3,14.0,Relatively New,1380.0,1,0,0,1,0,0,174
425,flat,dlf new town heights,sector 86,1.27,6580.0,3,4,3,19.0,Relatively New,1800.0,0,1,0,1,0,0,126
426,flat,breeze global heights,sector 33,0.4,6421.0,2,2,2,4.0,Under Construction,623.0,0,0,0,0,0,0,0
427,flat,ansal housing highland park,sector 103,0.88,6428.0,2,2,3,3.0,New Property,1232.0,0,0,0,0,0,0,52
428,house,independent,shivpuri,2.0,11111.0,2,2,1,2.0,Relatively New,1800.0,0,0,0,0,0,0,0
429,house,independent,sector 45,4.49,24455.0,3,9,3+,3.0,Moderately Old,1836.0,0,0,0,0,1,2,90
430,flat,tarc maceo,sector 91,1.9,6975.0,4,4,3,9.0,Relatively New,2465.0,0,1,0,0,0,0,120
431,flat,microtek greenburg,sector 86,1.65,8707.0,3,4,3,8.0,Relatively New,1715.0,0,1,0,0,0,0,124
432,flat,signature global city 63a,sector 63a,1.65,15264.0,2,2,2,1.0,Under Construction,978.0,0,0,0,0,0,0,0
433,flat,dlf regal gardens,sector 90,1.75,7901.0,4,4,3+,3.0,Relatively New,2005.0,0,0,0,0,1,0,6
434,house,independent,sector 3 phase 3 extension,1.0,6667.0,1,1,0,1.0,Moderately Old,1500.0,0,0,0,0,0,0,0
435,flat,greenopolis,sector 89,0.8,6168.0,2,2,2,6.0,Under Construction,1441.0,0,0,0,0,0,0,44
436,house,independent,sector 43,8.25,30556.0,5,6,3+,3.0,Moderately Old,2700.0,1,1,1,1,0,2,64
437,flat,godrej,sector 79,1.3,8270.0,2,2,3,3.0,New Property,1423.0,1,0,0,0,0,0,49
438,house,independent,sector 46,2.25,2723.0,4,3,3,3.0,Relatively New,90.0,1,0,0,0,0,2,35
439,flat,ats triumph,sector 104,1.75,7642.0,3,4,3+,11.0,Relatively New,2072.0,0,1,0,0,0,0,110
440,flat,ambience lagoon,sector 24,5.8,12500.0,3,4,3+,9.0,Old Property,3700.0,1,1,0,1,1,1,68
441,house,ss aaron ville,sector 49,6.5,18808.0,5,5,2,2.0,Relatively New,3456.0,1,1,0,1,0,2,28
442,flat,aipl the peaceful homes,sector 70a,2.3,10698.0,3,3,3,3.0,Relatively New,1946.0,0,0,1,0,0,2,124
443,house,international city by sobha phase 2,sector 109,8.48,23556.0,4,6,3+,3.0,New Property,3600.0,1,1,1,1,0,0,153
444,flat,dnha group housing society,imt manesar,0.75,4518.0,3,2,2,5.0,Moderately Old,1502.0,0,0,0,0,0,0,0
445,flat,emaar mgf the palm drive,sector 66,3.2,17778.0,3,3,3,12.0,Relatively New,1800.0,1,1,1,1,0,0,117
446,flat,sare crescent parc,sector 92,0.71,4934.0,3,3,2,6.0,Relatively New,1596.0,0,0,0,0,0,0,37
447,flat,vatika the seven lamps,sector 82,0.94,6532.0,2,2,3+,9.0,Relatively New,1299.0,1,0,0,0,0,2,117
448,flat,sahara grace,sector 28,5.5,14612.0,4,5,3+,5.0,Moderately Old,3406.0,0,1,0,0,1,2,8
449,flat,godrej aria,sector 79,1.95,8519.0,3,4,3+,10.0,New Property,1659.0,0,1,0,0,0,0,32
450,flat,bestech park view sanskruti,sector 92,1.55,9688.0,3,3,3,17.0,Relatively New,1792.0,0,1,0,0,0,2,60
451,flat,ashiana anmol,sohna road,0.9,7059.0,2,2,2,8.0,Relatively New,1275.0,0,0,0,0,0,0,0
452,flat,signature global solera,sector 107,0.28,5833.0,2,2,2,0.0,Relatively New,543.0,0,0,0,0,0,0,45
453,flat,imperia the esfera,sector 37c,0.9,6272.0,3,3,3,9.0,Relatively New,1435.0,0,0,0,0,0,0,66
455,house,international city by sobha phase 1,sector 109,5.85,26423.0,4,5,3+,2.0,Relatively New,2214.0,0,1,0,0,0,2,85
456,flat,ss the leaf,sector 85,1.07,6524.0,2,2,3,21.0,Relatively New,1484.0,0,0,0,1,0,0,67
457,flat,shree arihant apartment,sector 54,1.55,7381.0,3,3,3+,3.0,Moderately Old,2000.0,0,0,0,1,1,2,125
458,flat,m3m soulitude,sector 89,1.25,8784.0,3,3,2,3.0,New Property,1581.0,1,0,0,0,0,0,49
459,flat,ats kocoon,sector 109,1.7,9742.0,3,3,3,22.0,Relatively New,1550.0,0,0,0,0,0,0,74
460,flat,vatika sovereign park,sector 99,3.25,9673.0,4,4,3+,2.0,New Property,3041.0,0,1,0,0,0,0,123
461,flat,chd avenue,sector 71,1.0,6734.0,3,3,3+,3.0,Relatively New,1344.0,0,0,0,0,0,2,7
463,flat,ss the leaf,sector 83,1.19,7225.0,2,2,3,4.0,Relatively New,1630.0,0,0,0,0,0,0,49
464,flat,m3m woodshire,sector 107,0.8,5857.0,2,2,3+,14.0,New Property,1236.0,0,0,0,0,0,0,67
465,flat,experion windchants,sector 112,4.25,11294.0,3,5,2,15.0,Relatively New,3000.0,0,1,0,1,0,0,72
466,flat,shapoorji pallonji joyville gurugram,sector 102,1.26,10040.0,2,2,2,10.0,Relatively New,1100.0,0,0,0,0,0,0,108
467,flat,shapoorji pallonji joyville gurugram,sector 102,2.04,14069.0,3,3,3+,1.0,Relatively New,1644.0,0,0,0,0,0,0,72
468,flat,rof ananda,sector 95,0.32,5735.0,2,2,1,10.0,Relatively New,610.0,0,0,0,1,0,2,50
469,flat,emaar digihomes,sector 62,2.45,16003.0,2,2,2,7.0,New Property,1200.0,1,0,0,0,0,1,174
470,flat,smart world orchard,sector 61,1.6,13913.0,2,2,2,3.0,Under Construction,1278.0,1,0,0,0,0,0,37
471,flat,orris aster court,sector 85,0.69,5219.0,2,2,2,5.0,Relatively New,1075.0,0,0,0,0,0,0,37
472,flat,chd avenue,sector 71,0.95,7930.0,2,2,2,5.0,Moderately Old,1084.0,0,0,0,0,0,2,142
473,flat,smart world gems,sector 89,1.71,12000.0,3,2,0,3.0,New Property,1423.0,0,0,0,0,0,0,45
474,flat,breez global hill view,sohna road,0.32,5776.0,2,2,2,19.0,Relatively New,616.0,0,0,0,0,0,2,21
475,flat,conscient heritage max,sector 102,3.0,10490.0,4,4,3+,7.0,Relatively New,3178.0,0,0,0,0,1,2,65
476,house,unitech uniworld resorts,sector 33,11.5,24573.0,5,6,3+,4.0,Relatively New,4680.0,0,1,0,0,0,0,84
477,flat,emaar imperial gardens,sector 102,1.98,9900.0,3,3,3+,9.0,Relatively New,2222.0,0,1,0,0,0,2,72
479,flat,ss the leaf,sector 85,1.12,6452.0,2,2,3,10.0,Relatively New,1485.0,0,0,0,0,1,0,49
480,flat,experion the heartsong,sector 108,0.9,7015.0,2,3,3,2.0,Relatively New,978.23,0,1,0,0,0,0,94
